country;gender;age;smoker;rates
CHE;F;66;No;0,00482883882521894
CHE;F;67;Yes;0,0211242531900221
CHE;F;67;No;0,00549730337793115
CHE;F;68;Yes;0,0238534740240471
CHE;F;68;No;0,00620754647031617
CHE;F;69;Yes;0,0271323782921202
CHE;F;69;No;0,00706083729895029
CHE;F;70;Yes;0,0307800619076669
CHE;F;70;No;0,0080100980032691
CHE;F;71;Yes;0,0339411531812
CHE;F;71;No;0,00883272958127679
CHE;F;72;Yes;0,0368229743450911
CHE;F;72;No;0,00958268486141589
CHE;F;73;Yes;0,0406128964872212
CHE;F;73;No;0,0105689612332532
CHE;F;74;Yes;0,044864060306382
CHE;F;74;No;0,0116752695610785
CHE;F;75;Yes;0,0518804572562473
CHE;F;75;No;0,0135011926981681
